quantity,product,batch_id,timestamp,stream,shift,row_sequence
250.31,product_B,batch_01,2026-07-18T01:17:00Z,stream_1,night,78
250.25,product_B,batch_01,2026-07-18T01:18:00Z,stream_2,day,79
250.37,product_B,batch_01,2026-07-18T01:19:00Z,stream_2,night,80
250.12,product_A,batch_01,2026-07-18T01:20:00Z,stream_1,day,81
250.24,product_A,batch_01,2026-07-18T01:21:00Z,stream_1,night,82
250.18,product_A,batch_01,2026-07-18T01:22:00Z,stream_2,day,83
250.30,product_A,batch_01,2026-07-18T01:23:00Z,stream_2,night,84
250.20,product_B,batch_01,2026-07-18T01:24:00Z,stream_1,day,85
250.31,product_B,batch_01,2026-07-18T01:25:00Z,stream_1,night,86
250.26,product_B,batch_01,2026-07-18T01:26:00Z,stream_2,day,87
250.39,product_B,batch_01,2026-07-18T01:27:00Z,stream_2,night,88
250.12,product_A,batch_02,2026-07-18T01:28:00Z,stream_1,day,89
250.23,product_A,batch_02,2026-07-18T01:29:00Z,stream_1,night,90
250.19,product_A,batch_02,2026-07-18T01:30:00Z,stream_2,day,91
250.34,product_A,batch_02,2026-07-18T01:31:00Z,stream_2,night,92
250.19,product_B,batch_02,2026-07-18T01:32:00Z,stream_1,day,93
250.34,product_B,batch_02,2026-07-18T01:33:00Z,stream_1,night,94
250.28,product_B,batch_02,2026-07-18T01:34:00Z,stream_2,day,95
250.39,product_B,batch_02,2026-07-18T01:35:00Z,stream_2,night,96
250.15,product_A,batch_02,2026-07-18T01:36:00Z,stream_1,day,97
250.24,product_A,batch_02,2026-07-18T01:37:00Z,stream_1,night,98
250.18,product_A,batch_02,2026-07-18T01:38:00Z,stream_2,day,99
250.29,product_A,batch_02,2026-07-18T01:39:00Z,stream_2,night,100
250.22,product_B,batch_02,2026-07-18T01:40:00Z,stream_1,day,101
250.31,product_B,batch_02,2026-07-18T01:41:00Z,stream_1,night,102
250.27,product_B,batch_02,2026-07-18T01:42:00Z,stream_2,day,103
250.38,product_B,batch_02,2026-07-18T01:43:00Z,stream_2,night,104
250.12,product_A,batch_02,2026-07-18T01:44:00Z,stream_1,day,105
250.23,product_A,batch_02,2026-07-18T01:45:00Z,stream_1,night,106
250.16,product_A,batch_02,2026-07-18T01:46:00Z,stream_2,day,107
250.31,product_A,batch_02,2026-07-18T01:47:00Z,stream_2,night,108
250.20,product_B,batch_02,2026-07-18T01:48:00Z,stream_1,day,109
250.31,product_B,batch_02,2026-07-18T01:49:00Z,stream_1,night,110
250.27,product_B,batch_02,2026-07-18T01:50:00Z,stream_2,day,111
250.37,product_B,batch_02,2026-07-18T01:51:00Z,stream_2,night,112
250.12,product_A,batch_02,2026-07-18T01:52:00Z,stream_1,day,113
250.25,product_A,batch_02,2026-07-18T01:53:00Z,stream_1,night,114
250.18,product_A,batch_02,2026-07-18T01:54:00Z,stream_2,day,115
250.31,product_A,batch_02,2026-07-18T01:55:00Z,stream_2,night,116
250.21,product_B,batch_02,2026-07-18T01:56:00Z,stream_1,day,117
250.33,product_B,batch_02,2026-07-18T01:57:00Z,stream_1,night,118
250.25,product_B,batch_02,2026-07-18T01:58:00Z,stream_2,day,119
250.39,product_B,batch_02,2026-07-18T01:59:00Z,stream_2,night,120
250.11,product_A,batch_02,2026-07-18T02:00:00Z,stream_1,day,121
250.24,product_A,batch_02,2026-07-18T02:01:00Z,stream_1,night,122
250.17,product_A,batch_02,2026-07-18T02:02:00Z,stream_2,day,123
250.31,product_A,batch_02,2026-07-18T02:03:00Z,stream_2,night,124
250.22,product_B,batch_02,2026-07-18T02:04:00Z,stream_1,day,125
250.30,product_B,batch_02,2026-07-18T02:05:00Z,stream_1,night,126
250.24,product_B,batch_02,2026-07-18T02:06:00Z,stream_2,day,127
250.39,product_B,batch_02,2026-07-18T02:07:00Z,stream_2,night,128
250.13,product_A,batch_02,2026-07-18T02:08:00Z,stream_1,day,129
250.22,product_A,batch_02,2026-07-18T02:09:00Z,stream_1,night,130
250.17,product_A,batch_02,2026-07-18T02:10:00Z,stream_2,day,131
250.34,product_A,batch_02,2026-07-18T02:11:00Z,stream_2,night,132
250.20,product_B,batch_02,2026-07-18T02:12:00Z,stream_1,day,133
250.32,product_B,batch_02,2026-07-18T02:13:00Z,stream_1,night,134
250.25,product_B,batch_02,2026-07-18T02:14:00Z,stream_2,day,135
250.39,product_B,batch_02,2026-07-18T02:15:00Z,stream_2,night,136
250.11,product_A,batch_02,2026-07-18T02:16:00Z,stream_1,day,137
250.23,product_A,batch_02,2026-07-18T02:17:00Z,stream_1,night,138
250.19,product_A,batch_02,2026-07-18T02:18:00Z,stream_2,day,139
250.30,product_A,batch_02,2026-07-18T02:19:00Z,stream_2,night,140
250.16,product_B,batch_02,2026-07-18T02:20:00Z,stream_1,day,141
250.31,product_B,batch_02,2026-07-18T02:21:00Z,stream_1,night,142
250.27,product_B,batch_02,2026-07-18T02:22:00Z,stream_2,day,143
250.37,product_B,batch_02,2026-07-18T02:23:00Z,stream_2,night,144
250.14,product_A,batch_02,2026-07-18T02:24:00Z,stream_1,day,145
250.25,product_A,batch_02,2026-07-18T02:25:00Z,stream_1,night,146
250.14,product_A,batch_02,2026-07-18T02:26:00Z,stream_2,day,147
250.29,product_A,batch_02,2026-07-18T02:27:00Z,stream_2,night,148
250.20,product_B,batch_02,2026-07-18T02:28:00Z,stream_1,day,149
250.32,product_B,batch_02,2026-07-18T02:29:00Z,stream_1,night,150
250.26,product_B,batch_02,2026-07-18T02:30:00Z,stream_2,day,151
250.39,product_B,batch_02,2026-07-18T02:31:00Z,stream_2,night,152
250.12,product_A,batch_02,2026-07-18T02:32:00Z,stream_1,day,153
250.24,product_A,batch_02,2026-07-18T02:33:00Z,stream_1,night,154
250.19,product_A,batch_02,2026-07-18T02:34:00Z,stream_2,day,155
250.31,product_A,batch_02,2026-07-18T02:35:00Z,stream_2,night,156
250.20,product_B,batch_02,2026-07-18T02:36:00Z,stream_1,day,157
250.33,product_B,batch_02,2026-07-18T02:37:00Z,stream_1,night,158
250.26,product_B,batch_02,2026-07-18T02:38:00Z,stream_2,day,159
250.37,product_B,batch_02,2026-07-18T02:39:00Z,stream_2,night,160
250.10,product_A,batch_02,2026-07-18T02:40:00Z,stream_1,day,161
250.23,product_A,batch_02,2026-07-18T02:41:00Z,stream_1,night,162
250.18,product_A,batch_02,2026-07-18T02:42:00Z,stream_2,day,163
250.31,product_A,batch_02,2026-07-18T02:43:00Z,stream_2,night,164
250.17,product_B,batch_02,2026-07-18T02:44:00Z,stream_1,day,165
250.31,product_B,batch_02,2026-07-18T02:45:00Z,stream_1,night,166
250.25,product_B,batch_02,2026-07-18T02:46:00Z,stream_2,day,167
250.37,product_B,batch_02,2026-07-18T02:47:00Z,stream_2,night,168
250.12,product_A,batch_02,2026-07-18T02:48:00Z,stream_1,day,169
250.24,product_A,batch_02,2026-07-18T02:49:00Z,stream_1,night,170
250.18,product_A,batch_02,2026-07-18T02:50:00Z,stream_2,day,171
250.30,product_A,batch_02,2026-07-18T02:51:00Z,stream_2,night,172
250.20,product_B,batch_02,2026-07-18T02:52:00Z,stream_1,day,173
250.31,product_B,batch_02,2026-07-18T02:53:00Z,stream_1,night,174
250.26,product_B,batch_02,2026-07-18T02:54:00Z,stream_2,day,175
250.39,product_B,batch_02,2026-07-18T02:55:00Z,stream_2,night,176
250.12,product_A,batch_03,2026-07-18T02:56:00Z,stream_1,day,177
250.23,product_A,batch_03,2026-07-18T02:57:00Z,stream_1,night,178
250.19,product_A,batch_03,2026-07-18T02:58:00Z,stream_2,day,179
250.34,product_A,batch_03,2026-07-18T02:59:00Z,stream_2,night,180
250.19,product_B,batch_03,2026-07-18T03:00:00Z,stream_1,day,181
250.34,product_B,batch_03,2026-07-18T03:01:00Z,stream_1,night,182
250.28,product_B,batch_03,2026-07-18T03:02:00Z,stream_2,day,183
250.39,product_B,batch_03,2026-07-18T03:03:00Z,stream_2,night,184
250.15,product_A,batch_03,2026-07-18T03:04:00Z,stream_1,day,185
250.24,product_A,batch_03,2026-07-18T03:05:00Z,stream_1,night,186
250.18,product_A,batch_03,2026-07-18T03:06:00Z,stream_2,day,187
250.29,product_A,batch_03,2026-07-18T03:07:00Z,stream_2,night,188
250.22,product_B,batch_03,2026-07-18T03:08:00Z,stream_1,day,189
250.31,product_B,batch_03,2026-07-18T03:09:00Z,stream_1,night,190
250.27,product_B,batch_03,2026-07-18T03:10:00Z,stream_2,day,191
250.38,product_B,batch_03,2026-07-18T03:11:00Z,stream_2,night,192
250.12,product_A,batch_03,2026-07-18T03:12:00Z,stream_1,day,193
250.23,product_A,batch_03,2026-07-18T03:13:00Z,stream_1,night,194
250.16,product_A,batch_03,2026-07-18T03:14:00Z,stream_2,day,195
250.31,product_A,batch_03,2026-07-18T03:15:00Z,stream_2,night,196
250.20,product_B,batch_03,2026-07-18T03:16:00Z,stream_1,day,197
250.31,product_B,batch_03,2026-07-18T03:17:00Z,stream_1,night,198
250.27,product_B,batch_03,2026-07-18T03:18:00Z,stream_2,day,199
250.37,product_B,batch_03,2026-07-18T03:19:00Z,stream_2,night,200
250.12,product_A,batch_03,2026-07-18T03:20:00Z,stream_1,day,201
250.25,product_A,batch_03,2026-07-18T03:21:00Z,stream_1,night,202
250.18,product_A,batch_03,2026-07-18T03:22:00Z,stream_2,day,203
250.31,product_A,batch_03,2026-07-18T03:23:00Z,stream_2,night,204
250.21,product_B,batch_03,2026-07-18T03:24:00Z,stream_1,day,205
250.33,product_B,batch_03,2026-07-18T03:25:00Z,stream_1,night,206
250.25,product_B,batch_03,2026-07-18T03:26:00Z,stream_2,day,207
250.39,product_B,batch_03,2026-07-18T03:27:00Z,stream_2,night,208
250.11,product_A,batch_03,2026-07-18T03:28:00Z,stream_1,day,209
250.24,product_A,batch_03,2026-07-18T03:29:00Z,stream_1,night,210
250.17,product_A,batch_03,2026-07-18T03:30:00Z,stream_2,day,211
250.31,product_A,batch_03,2026-07-18T03:31:00Z,stream_2,night,212
250.22,product_B,batch_03,2026-07-18T03:32:00Z,stream_1,day,213
250.30,product_B,batch_03,2026-07-18T03:33:00Z,stream_1,night,214
250.24,product_B,batch_03,2026-07-18T03:34:00Z,stream_2,day,215
250.39,product_B,batch_03,2026-07-18T03:35:00Z,stream_2,night,216
250.13,product_A,batch_03,2026-07-18T03:36:00Z,stream_1,day,217
250.22,product_A,batch_03,2026-07-18T03:37:00Z,stream_1,night,218
250.17,product_A,batch_03,2026-07-18T03:38:00Z,stream_2,day,219
250.34,product_A,batch_03,2026-07-18T03:39:00Z,stream_2,night,220
250.20,product_B,batch_03,2026-07-18T03:40:00Z,stream_1,day,221
250.32,product_B,batch_03,2026-07-18T03:41:00Z,stream_1,night,222
250.25,product_B,batch_03,2026-07-18T03:42:00Z,stream_2,day,223
250.39,product_B,batch_03,2026-07-18T03:43:00Z,stream_2,night,224
250.11,product_A,batch_03,2026-07-18T03:44:00Z,stream_1,day,225
250.23,product_A,batch_03,2026-07-18T03:45:00Z,stream_1,night,226
250.19,product_A,batch_03,2026-07-18T03:46:00Z,stream_2,day,227
250.30,product_A,batch_03,2026-07-18T03:47:00Z,stream_2,night,228
250.16,product_B,batch_03,2026-07-18T03:48:00Z,stream_1,day,229
250.31,product_B,batch_03,2026-07-18T03:49:00Z,stream_1,night,230
250.27,product_B,batch_03,2026-07-18T03:50:00Z,stream_2,day,231
250.37,product_B,batch_03,2026-07-18T03:51:00Z,stream_2,night,232
250.14,product_A,batch_03,2026-07-18T03:52:00Z,stream_1,day,233
250.25,product_A,batch_03,2026-07-18T03:53:00Z,stream_1,night,234
250.14,product_A,batch_03,2026-07-18T03:54:00Z,stream_2,day,235
250.29,product_A,batch_03,2026-07-18T03:55:00Z,stream_2,night,236
250.20,product_B,batch_03,2026-07-18T03:56:00Z,stream_1,day,237
250.32,product_B,batch_03,2026-07-18T03:57:00Z,stream_1,night,238
250.26,product_B,batch_03,2026-07-18T03:58:00Z,stream_2,day,239
250.39,product_B,batch_03,2026-07-18T03:59:00Z,stream_2,night,240
250.12,product_A,batch_03,2026-07-18T04:00:00Z,stream_1,day,241
250.24,product_A,batch_03,2026-07-18T04:01:00Z,stream_1,night,242
250.19,product_A,batch_03,2026-07-18T04:02:00Z,stream_2,day,243
250.31,product_A,batch_03,2026-07-18T04:03:00Z,stream_2,night,244
250.20,product_B,batch_03,2026-07-18T04:04:00Z,stream_1,day,245
250.33,product_B,batch_03,2026-07-18T04:05:00Z,stream_1,night,246
250.26,product_B,batch_03,2026-07-18T04:06:00Z,stream_2,day,247
250.37,product_B,batch_03,2026-07-18T04:07:00Z,stream_2,night,248
250.10,product_A,batch_03,2026-07-18T04:08:00Z,stream_1,day,249
250.23,product_A,batch_03,2026-07-18T04:09:00Z,stream_1,night,250
250.18,product_A,batch_03,2026-07-18T04:10:00Z,stream_2,day,251
250.31,product_A,batch_03,2026-07-18T04:11:00Z,stream_2,night,252
250.17,product_B,batch_03,2026-07-18T04:12:00Z,stream_1,day,253
250.31,product_B,batch_03,2026-07-18T04:13:00Z,stream_1,night,254
250.25,product_B,batch_03,2026-07-18T04:14:00Z,stream_2,day,255
250.37,product_B,batch_03,2026-07-18T04:15:00Z,stream_2,night,256
250.12,product_A,batch_03,2026-07-18T04:16:00Z,stream_1,day,257
250.24,product_A,batch_03,2026-07-18T04:17:00Z,stream_1,night,258
250.18,product_A,batch_03,2026-07-18T04:18:00Z,stream_2,day,259
250.30,product_A,batch_03,2026-07-18T04:19:00Z,stream_2,night,260
250.20,product_B,batch_03,2026-07-18T04:20:00Z,stream_1,day,261
250.31,product_B,batch_03,2026-07-18T04:21:00Z,stream_1,night,262
250.26,product_B,batch_03,2026-07-18T04:22:00Z,stream_2,day,263
250.39,product_B,batch_03,2026-07-18T04:23:00Z,stream_2,night,264
250.12,product_A,batch_04,2026-07-18T04:24:00Z,stream_1,day,265
250.23,product_A,batch_04,2026-07-18T04:25:00Z,stream_1,night,266
250.19,product_A,batch_04,2026-07-18T04:26:00Z,stream_2,day,267
250.34,product_A,batch_04,2026-07-18T04:27:00Z,stream_2,night,268
250.19,product_B,batch_04,2026-07-18T04:28:00Z,stream_1,day,269
250.34,product_B,batch_04,2026-07-18T04:29:00Z,stream_1,night,270
250.28,product_B,batch_04,2026-07-18T04:30:00Z,stream_2,day,271
250.39,product_B,batch_04,2026-07-18T04:31:00Z,stream_2,night,272
250.15,product_A,batch_04,2026-07-18T04:32:00Z,stream_1,day,273
250.24,product_A,batch_04,2026-07-18T04:33:00Z,stream_1,night,274
250.18,product_A,batch_04,2026-07-18T04:34:00Z,stream_2,day,275
250.29,product_A,batch_04,2026-07-18T04:35:00Z,stream_2,night,276
250.22,product_B,batch_04,2026-07-18T04:36:00Z,stream_1,day,277
250.31,product_B,batch_04,2026-07-18T04:37:00Z,stream_1,night,278
250.27,product_B,batch_04,2026-07-18T04:38:00Z,stream_2,day,279
250.38,product_B,batch_04,2026-07-18T04:39:00Z,stream_2,night,280
250.12,product_A,batch_04,2026-07-18T04:40:00Z,stream_1,day,281
250.23,product_A,batch_04,2026-07-18T04:41:00Z,stream_1,night,282
250.16,product_A,batch_04,2026-07-18T04:42:00Z,stream_2,day,283
250.31,product_A,batch_04,2026-07-18T04:43:00Z,stream_2,night,284
250.20,product_B,batch_04,2026-07-18T04:44:00Z,stream_1,day,285
250.31,product_B,batch_04,2026-07-18T04:45:00Z,stream_1,night,286
250.27,product_B,batch_04,2026-07-18T04:46:00Z,stream_2,day,287
250.37,product_B,batch_04,2026-07-18T04:47:00Z,stream_2,night,288
250.12,product_A,batch_04,2026-07-18T04:48:00Z,stream_1,day,289
250.25,product_A,batch_04,2026-07-18T04:49:00Z,stream_1,night,290
250.18,product_A,batch_04,2026-07-18T04:50:00Z,stream_2,day,291
250.31,product_A,batch_04,2026-07-18T04:51:00Z,stream_2,night,292
250.21,product_B,batch_04,2026-07-18T04:52:00Z,stream_1,day,293
250.33,product_B,batch_04,2026-07-18T04:53:00Z,stream_1,night,294
250.25,product_B,batch_04,2026-07-18T04:54:00Z,stream_2,day,295
250.39,product_B,batch_04,2026-07-18T04:55:00Z,stream_2,night,296
250.11,product_A,batch_04,2026-07-18T04:56:00Z,stream_1,day,297
250.24,product_A,batch_04,2026-07-18T04:57:00Z,stream_1,night,298
250.17,product_A,batch_04,2026-07-18T04:58:00Z,stream_2,day,299
250.31,product_A,batch_04,2026-07-18T04:59:00Z,stream_2,night,300
250.22,product_B,batch_04,2026-07-18T05:00:00Z,stream_1,day,301
250.30,product_B,batch_04,2026-07-18T05:01:00Z,stream_1,night,302
250.24,product_B,batch_04,2026-07-18T05:02:00Z,stream_2,day,303
250.39,product_B,batch_04,2026-07-18T05:03:00Z,stream_2,night,304
250.13,product_A,batch_04,2026-07-18T05:04:00Z,stream_1,day,305
250.22,product_A,batch_04,2026-07-18T05:05:00Z,stream_1,night,306
250.17,product_A,batch_04,2026-07-18T05:06:00Z,stream_2,day,307
250.34,product_A,batch_04,2026-07-18T05:07:00Z,stream_2,night,308
250.20,product_B,batch_04,2026-07-18T05:08:00Z,stream_1,day,309
250.32,product_B,batch_04,2026-07-18T05:09:00Z,stream_1,night,310
250.25,product_B,batch_04,2026-07-18T05:10:00Z,stream_2,day,311
250.39,product_B,batch_04,2026-07-18T05:11:00Z,stream_2,night,312
250.11,product_A,batch_04,2026-07-18T05:12:00Z,stream_1,day,313
250.23,product_A,batch_04,2026-07-18T05:13:00Z,stream_1,night,314
250.19,product_A,batch_04,2026-07-18T05:14:00Z,stream_2,day,315
250.30,product_A,batch_04,2026-07-18T05:15:00Z,stream_2,night,316
250.16,product_B,batch_04,2026-07-18T05:16:00Z,stream_1,day,317
250.31,product_B,batch_04,2026-07-18T05:17:00Z,stream_1,night,318
250.27,product_B,batch_04,2026-07-18T05:18:00Z,stream_2,day,319
250.37,product_B,batch_04,2026-07-18T05:19:00Z,stream_2,night,320
250.14,product_A,batch_04,2026-07-18T05:20:00Z,stream_1,day,321
250.25,product_A,batch_04,2026-07-18T05:21:00Z,stream_1,night,322
250.14,product_A,batch_04,2026-07-18T05:22:00Z,stream_2,day,323
250.29,product_A,batch_04,2026-07-18T05:23:00Z,stream_2,night,324
250.20,product_B,batch_04,2026-07-18T05:24:00Z,stream_1,day,325
250.32,product_B,batch_04,2026-07-18T05:25:00Z,stream_1,night,326
250.26,product_B,batch_04,2026-07-18T05:26:00Z,stream_2,day,327
250.39,product_B,batch_04,2026-07-18T05:27:00Z,stream_2,night,328
250.12,product_A,batch_04,2026-07-18T05:28:00Z,stream_1,day,329
250.24,product_A,batch_04,2026-07-18T05:29:00Z,stream_1,night,330
250.19,product_A,batch_04,2026-07-18T05:30:00Z,stream_2,day,331
250.31,product_A,batch_04,2026-07-18T05:31:00Z,stream_2,night,332
250.20,product_B,batch_04,2026-07-18T05:32:00Z,stream_1,day,333
250.33,product_B,batch_04,2026-07-18T05:33:00Z,stream_1,night,334
250.26,product_B,batch_04,2026-07-18T05:34:00Z,stream_2,day,335
250.37,product_B,batch_04,2026-07-18T05:35:00Z,stream_2,night,336
250.10,product_A,batch_04,2026-07-18T05:36:00Z,stream_1,day,337
250.23,product_A,batch_04,2026-07-18T05:37:00Z,stream_1,night,338
250.18,product_A,batch_04,2026-07-18T05:38:00Z,stream_2,day,339
250.31,product_A,batch_04,2026-07-18T05:39:00Z,stream_2,night,340
250.17,product_B,batch_04,2026-07-18T05:40:00Z,stream_1,day,341
250.31,product_B,batch_04,2026-07-18T05:41:00Z,stream_1,night,342
250.25,product_B,batch_04,2026-07-18T05:42:00Z,stream_2,day,343
250.37,product_B,batch_04,2026-07-18T05:43:00Z,stream_2,night,344
250.12,product_A,batch_04,2026-07-18T05:44:00Z,stream_1,day,345
250.24,product_A,batch_04,2026-07-18T05:45:00Z,stream_1,night,346
250.18,product_A,batch_04,2026-07-18T05:46:00Z,stream_2,day,347
250.30,product_A,batch_04,2026-07-18T05:47:00Z,stream_2,night,348
250.20,product_B,batch_04,2026-07-18T05:48:00Z,stream_1,day,349
250.31,product_B,batch_04,2026-07-18T05:49:00Z,stream_1,night,350
250.26,product_B,batch_04,2026-07-18T05:50:00Z,stream_2,day,351
250.39,product_B,batch_04,2026-07-18T05:51:00Z,stream_2,night,352
250.12,product_A,batch_05,2026-07-18T05:52:00Z,stream_1,day,353
250.23,product_A,batch_05,2026-07-18T05:53:00Z,stream_1,night,354
250.19,product_A,batch_05,2026-07-18T05:54:00Z,stream_2,day,355
250.34,product_A,batch_05,2026-07-18T05:55:00Z,stream_2,night,356
250.19,product_B,batch_05,2026-07-18T05:56:00Z,stream_1,day,357
250.34,product_B,batch_05,2026-07-18T05:57:00Z,stream_1,night,358
250.28,product_B,batch_05,2026-07-18T05:58:00Z,stream_2,day,359
250.39,product_B,batch_05,2026-07-18T05:59:00Z,stream_2,night,360
250.15,product_A,batch_05,2026-07-18T06:00:00Z,stream_1,day,361
250.24,product_A,batch_05,2026-07-18T06:01:00Z,stream_1,night,362
250.18,product_A,batch_05,2026-07-18T06:02:00Z,stream_2,day,363
250.29,product_A,batch_05,2026-07-18T06:03:00Z,stream_2,night,364
250.22,product_B,batch_05,2026-07-18T06:04:00Z,stream_1,day,365
250.31,product_B,batch_05,2026-07-18T06:05:00Z,stream_1,night,366
250.27,product_B,batch_05,2026-07-18T06:06:00Z,stream_2,day,367
250.38,product_B,batch_05,2026-07-18T06:07:00Z,stream_2,night,368
250.12,product_A,batch_05,2026-07-18T06:08:00Z,stream_1,day,369
250.23,product_A,batch_05,2026-07-18T06:09:00Z,stream_1,night,370
250.16,product_A,batch_05,2026-07-18T06:10:00Z,stream_2,day,371
250.31,product_A,batch_05,2026-07-18T06:11:00Z,stream_2,night,372
250.20,product_B,batch_05,2026-07-18T06:12:00Z,stream_1,day,373
250.31,product_B,batch_05,2026-07-18T06:13:00Z,stream_1,night,374
250.27,product_B,batch_05,2026-07-18T06:14:00Z,stream_2,day,375
250.37,product_B,batch_05,2026-07-18T06:15:00Z,stream_2,night,376
